item_id,fecha,categoria_codigo,categoria_nombre,proveedor,nro_documento,concepto,monto_neto,iva,monto_total,respaldado,archivo_respaldo

DA-GASTO-181722,2026-07-29,CAT-05,Combustible y Faena,Sodimac Copiapo,B-1044,Insumos y Ferreteria Faena,20924,3976,24900,SI,boleta_movil_1817.jpg
