id,fecha,hora,emisor,proyecto,titulo,duracion,estado,audio_archivo
INST-CP-0620,2026-07-29,18:20,Patricio Díaz,Carrera Pinto (CC-CP-01),Inversores (Coordinación String Inverters Faena),11s,Transcrito & Registrado,audio_inversores_11s.webm
